geneID,num_UJC,num_UJC_flag_analyzable,num_UJC_unbiased,num_UJC_F_limited,num_UJC_M_limited,num_UJC_F_bias,num_UJC_M_bias,flag_F_readCnt0,flag_M_readCnt0,F_total_readCnt,M_total_readCnt,flag_gene_expressed_readCnt10
FBgn0002924,46,3,3,0,0,0,0,1,1,272,368,1
FBgn0002926,20,1,0,0,0,0,0,1,1,26,46,1
FBgn0002930,371,7,5,0,0,2,0,1,1,12543,10599,1
FBgn0002931,8,2,2,0,0,0,0,1,1,119,140,1
FBgn0002932,19,1,1,0,0,0,0,1,1,156,219,1
FBgn0002933,2,0,0,0,0,0,0,1,0,2,0,0
FBgn0002936,169,6,6,0,0,0,0,1,1,12600,14676,1
FBgn0002937,146,6,6,0,0,0,0,1,1,2715,2859,1
FBgn0002938,2676,53,49,0,0,0,4,1,1,40646,48257,1
FBgn0002939,85,7,6,0,0,1,0,1,1,898,870,1
FBgn0002940,14515,309,282,0,0,5,22,1,1,616598,766526,1
FBgn0002941,10,1,0,0,0,0,0,1,1,40,28,1
FBgn0002945,27,2,1,0,0,0,1,1,1,476,682,1
FBgn0002948,57,4,2,0,0,1,1,1,1,1183,960,1
FBgn0002962,7,0,0,0,0,0,0,1,1,16,19,1
FBgn0002973,101,7,6,0,0,0,1,1,1,896,1242,1
FBgn0002985,3,2,1,0,0,0,1,1,1,37,118,1
FBgn0002989,39,3,2,0,0,1,0,1,1,362,362,1
FBgn0003002,5,1,1,0,0,0,0,1,1,29,94,1
FBgn0003008,89,4,4,0,0,0,0,1,1,1362,1581,1
FBgn0003011,24,3,2,0,0,0,1,1,1,139,316,1
FBgn0003015,2,0,0,0,0,0,0,1,1,2,1,0
FBgn0003016,157,10,10,0,0,0,0,1,1,1044,1479,1
FBgn0003023,1,0,0,0,0,0,0,0,1,0,2,0
FBgn0003028,34,4,4,0,0,0,0,1,1,335,359,1
FBgn0003034,1,0,0,0,0,0,0,0,1,0,18,1
FBgn0003041,71,3,3,0,0,0,0,1,1,232,291,1
FBgn0003042,53,4,4,0,0,0,0,1,1,512,701,1
FBgn0003044,30,3,3,0,0,0,0,1,1,355,435,1
FBgn0003046,4,1,0,0,0,0,0,1,1,28,40,1
FBgn0003048,48,3,3,0,0,0,0,1,1,459,585,1
FBgn0003053,25,2,1,0,0,0,1,1,1,354,560,1
FBgn0003060,1,1,0,0,0,0,0,1,1,58,14,1
FBgn0003062,17,2,0,0,0,2,0,1,1,466,261,1
FBgn0003065,1,0,0,0,0,0,0,1,1,5,4,0
FBgn0003067,1520,7,4,0,0,3,0,1,1,130638,108222,1
FBgn0003068,84,8,8,0,0,0,0,1,1,802,891,1
FBgn0003071,403,14,11,0,0,0,3,1,1,3585,4154,1
FBgn0003074,827,16,15,0,0,1,0,1,1,25421,22877,1
FBgn0003076,576,10,7,0,0,3,0,1,1,16271,13470,1
FBgn0003079,58,4,4,0,0,0,0,1,1,903,852,1
FBgn0003082,31,2,2,0,0,0,0,1,1,348,385,1
FBgn0003086,1,0,0,0,0,0,0,0,1,0,4,0
FBgn0003087,2,0,0,0,0,0,0,1,1,2,15,1
FBgn0003089,19,0,0,0,0,0,0,1,1,19,23,1
FBgn0003090,36,2,2,0,0,0,0,1,1,204,275,1
FBgn0003091,469,21,18,0,0,0,3,1,1,4481,7156,1
FBgn0003093,514,10,10,0,0,0,0,1,1,4291,6393,1
FBgn0003114,1,0,0,0,0,0,0,1,0,1,0,0
FBgn0003116,121,4,2,0,0,2,0,1,1,2079,1496,1
FBgn0003117,14,1,0,0,0,0,0,1,1,76,61,1
FBgn0003118,47,2,2,0,0,0,0,1,1,371,523,1
FBgn0003124,2,0,0,0,0,0,0,0,1,0,2,0
FBgn0003129,5,2,0,0,0,0,0,1,1,43,47,1
FBgn0003130,6,0,0,0,0,0,0,1,1,14,28,1
FBgn0003132,6,0,0,0,0,0,0,1,1,16,6,1
FBgn0003134,787,9,9,0,0,0,0,1,1,9206,11014,1
FBgn0003137,223,8,5,0,0,3,0,1,1,2046,1263,1
FBgn0003139,180,4,2,0,0,1,1,1,1,917,1165,1
FBgn0003140,1,0,0,0,0,0,0,0,1,0,5,0
FBgn0003141,259,7,7,0,0,0,0,1,1,4279,4158,1
FBgn0003145,1,0,0,0,0,0,0,1,0,11,0,1
FBgn0003149,149,6,6,0,0,0,0,1,1,1569,2050,1
FBgn0003159,64,4,4,0,0,0,0,1,1,884,1113,1
FBgn0003162,193,7,7,0,0,0,0,1,1,7919,7296,1
FBgn0003165,290,15,12,0,0,0,3,1,1,6883,11468,1
FBgn0003169,133,4,3,0,0,1,0,1,1,1241,1186,1
FBgn0003174,10,2,2,0,0,0,0,1,1,108,161,1
FBgn0003175,221,4,4,0,0,0,0,1,1,1726,2110,1
FBgn0003187,11,0,0,0,0,0,0,1,1,17,21,1
FBgn0003189,59,4,3,0,0,1,0,1,1,525,422,1
FBgn0003204,201,7,4,0,0,3,0,1,1,2077,1557,1
FBgn0003205,176,6,6,0,0,0,0,1,1,1734,2012,1
FBgn0003206,63,3,3,0,0,0,0,1,1,1500,1697,1
FBgn0003209,298,15,11,0,0,0,4,1,1,1263,1829,1
FBgn0003210,64,5,5,0,0,0,0,1,1,2184,2686,1
FBgn0003218,579,27,25,0,0,1,1,1,1,5769,6337,1
FBgn0003227,29,1,0,0,0,0,1,1,1,870,1553,1
FBgn0003231,245,4,4,0,0,0,0,1,1,8173,7516,1
FBgn0003248,1020,22,20,0,0,0,2,1,1,19369,24696,1
FBgn0003249,807,1,1,0,0,0,0,1,1,39756,47685,1
FBgn0003250,927,16,8,0,0,0,8,1,1,74727,110088,1
FBgn0003254,5,1,0,0,0,0,0,1,1,13,22,1
FBgn0003255,28,3,3,0,0,0,0,1,1,259,212,1
FBgn0003256,715,12,12,0,0,0,0,1,1,1771,1797,1
FBgn0003257,57,6,6,0,0,0,0,1,1,380,456,1
FBgn0003261,205,6,6,0,0,0,0,1,1,6195,6711,1
FBgn0003267,3,0,0,0,0,0,0,1,1,9,2,1
FBgn0003268,22,2,2,0,0,0,0,1,1,81,73,1
FBgn0003274,471,2,2,0,0,0,0,1,1,77103,49493,1
FBgn0003275,51,2,2,0,0,0,0,1,1,3665,3502,1
FBgn0003277,62,5,4,0,0,1,0,1,1,974,724,1
FBgn0003278,29,2,2,0,0,0,0,1,1,310,282,1
FBgn0003279,1645,40,16,0,0,24,0,1,1,71271,46665,1
FBgn0003285,38,3,3,0,0,0,0,1,1,293,233,1
FBgn0003292,30,2,2,0,0,0,0,1,1,287,391,1
FBgn0003295,22,4,3,0,0,0,1,1,1,119,294,1
FBgn0003300,5,1,0,0,0,0,0,1,1,26,25,1
FBgn0003301,212,8,8,0,0,0,0,1,1,1571,2184,1
FBgn0003302,24,2,2,0,0,0,0,1,1,296,386,1
FBgn0003308,85,4,4,0,0,0,0,1,1,2068,2136,1
FBgn0003310,26,3,2,0,0,0,1,1,1,448,544,1
FBgn0003312,23,1,0,0,0,0,0,1,1,58,63,1
FBgn0003313,4,0,0,0,0,0,0,1,1,14,15,1
FBgn0003317,95,6,6,0,0,0,0,1,1,616,707,1
FBgn0003319,39,3,3,0,0,0,0,1,1,532,628,1
FBgn0003321,253,12,10,0,0,0,2,1,1,1896,2391,1
FBgn0003326,28,2,2,0,0,0,0,1,1,244,454,1
FBgn0003330,27,2,2,0,0,0,0,1,1,511,626,1
FBgn0003334,43,5,5,0,0,0,0,1,1,573,712,1
FBgn0003339,15,2,2,0,0,0,0,1,1,189,214,1
FBgn0003345,390,6,6,0,0,0,0,1,1,1852,2277,1
FBgn0003346,49,4,4,0,0,0,0,1,1,199,243,1
FBgn0003353,397,12,11,0,0,0,1,1,1,934,1322,1
FBgn0003356,1,1,0,0,0,0,0,1,1,6,34,1
FBgn0003357,5,1,0,0,0,0,0,1,1,45,53,1
FBgn0003358,1,0,0,0,0,0,0,1,1,7,7,1
FBgn0003360,3205,33,33,0,0,0,0,1,1,143706,141877,1
FBgn0003366,138,8,8,0,0,0,0,1,1,2576,2979,1
FBgn0003371,517,17,15,0,0,0,2,1,1,3744,4893,1
FBgn0003372,4,0,0,0,0,0,0,0,1,0,7,0
FBgn0003374,4,0,0,0,0,0,0,0,1,0,12,1
FBgn0003377,1,0,0,0,0,0,0,0,1,0,3,0
FBgn0003378,2,0,0,0,0,0,0,0,1,0,3,0
FBgn0003380,1076,21,19,0,0,0,2,1,1,8633,12800,1
FBgn0003382,6,0,0,0,0,0,0,1,1,12,7,1
FBgn0003386,197,4,2,0,0,0,2,1,1,1942,3192,1
FBgn0003388,21,1,1,0,0,0,0,1,1,110,90,1
FBgn0003390,274,13,11,0,0,0,2,1,1,680,1104,1
FBgn0003391,73,3,3,0,0,0,0,1,1,1619,2034,1
FBgn0003392,1990,43,37,0,0,0,6,1,1,5911,8403,1
FBgn0003396,116,10,10,0,0,0,0,1,1,1083,1208,1
FBgn0003401,4,0,0,0,0,0,0,1,1,4,5,0
FBgn0003410,45,2,1,0,0,0,1,1,1,854,1135,1
FBgn0003411,1,0,0,0,0,0,0,1,0,6,0,0
FBgn0003415,280,12,12,0,0,0,0,1,1,2721,3663,1
FBgn0003416,19,1,1,0,0,0,0,1,1,138,187,1
FBgn0003423,825,16,14,0,0,1,1,1,1,5491,7142,1
FBgn0003429,966,19,18,0,0,1,0,1,1,5890,6282,1
FBgn0003430,14,1,0,0,0,0,1,1,1,293,516,1
FBgn0003435,797,22,18,0,0,0,4,1,1,4704,6637,1
FBgn0003444,43,3,2,0,0,1,0,1,1,399,360,1
FBgn0003447,262,7,7,0,0,0,0,1,1,2228,2428,1
FBgn0003448,1,0,0,0,0,0,0,0,1,0,1,0
FBgn0003449,55,3,3,0,0,0,0,1,1,2503,1973,1
FBgn0003450,14,0,0,0,0,0,0,1,1,15,31,1
FBgn0003459,11,2,2,0,0,0,0,1,1,170,227,1
FBgn0003460,16,1,0,0,0,0,1,1,1,135,242,1
FBgn0003462,559,7,7,0,0,0,0,1,1,50219,55689,1
FBgn0003463,236,9,7,0,0,1,1,1,1,3751,5205,1
FBgn0003464,80,7,7,0,0,0,0,1,1,619,839,1
FBgn0003475,511,17,13,0,0,1,3,1,1,2823,3953,1
FBgn0003479,12,2,2,0,0,0,0,1,1,272,417,1
FBgn0003480,32,2,2,0,0,0,0,1,1,159,182,1
FBgn0003482,16,0,0,0,0,0,0,1,1,13,59,1
FBgn0003483,9,0,0,0,0,0,0,1,1,15,29,1
FBgn0003486,2,0,0,0,0,0,0,1,1,11,10,1
FBgn0003495,400,14,14,0,0,0,0,1,1,2089,2562,1
FBgn0003499,73,3,2,0,0,0,1,1,1,516,813,1
FBgn0003502,94,8,8,0,0,0,0,1,1,973,872,1
FBgn0003507,193,6,2,0,0,4,0,1,1,1278,831,1
FBgn0003510,13,2,2,0,0,0,0,1,1,197,288,1
FBgn0003512,4,1,1,0,0,0,0,1,1,337,382,1
FBgn0003513,53,4,4,0,0,0,0,1,1,261,434,1
FBgn0003514,283,6,4,0,0,0,2,1,1,6960,8381,1
FBgn0003515,37,5,5,0,0,0,0,1,1,266,233,1
FBgn0003517,454,7,1,0,0,6,0,1,1,38275,23895,1
FBgn0003520,327,13,11,0,0,0,2,1,1,3132,4897,1
FBgn0003525,3,1,1,0,0,0,0,1,1,59,41,1
FBgn0003557,87,3,3,0,0,0,0,1,1,1054,1262,1
FBgn0003559,183,10,9,0,0,1,0,1,1,882,1033,1
FBgn0003567,46,2,2,0,0,0,0,1,1,358,384,1
FBgn0003575,38,3,2,0,0,0,1,1,1,570,698,1
FBgn0003598,49,5,5,0,0,0,0,1,1,394,441,1
FBgn0003607,220,7,7,0,0,0,0,1,1,3027,3261,1
FBgn0003612,117,1,1,0,0,0,0,1,1,696,723,1
FBgn0003638,395,20,17,0,0,0,3,1,1,2369,2506,1
FBgn0003651,216,4,4,0,0,0,0,1,1,1146,1082,1
FBgn0003654,747,11,10,0,0,0,1,1,1,1656,1974,1
FBgn0003655,71,3,2,0,0,0,1,1,1,473,958,1
FBgn0003656,181,10,10,0,0,0,0,1,1,1759,1688,1
FBgn0003660,627,22,18,0,0,4,0,1,1,8742,7524,1
FBgn0003676,67,5,5,0,0,0,0,1,1,1122,938,1
FBgn0003683,1,0,0,0,0,0,0,1,1,3,2,0
FBgn0003687,29,3,2,0,0,1,0,1,1,601,528,1
FBgn0003701,10,1,0,0,0,0,0,1,1,31,64,1
FBgn0003710,79,7,6,0,0,0,1,1,1,707,1184,1
FBgn0003714,62,2,0,0,0,2,0,1,1,2682,1975,1
FBgn0003716,169,7,6,0,0,1,0,1,1,1942,2095,1
FBgn0003719,14,2,1,0,0,1,0,1,1,126,112,1
FBgn0003721,1839,34,31,0,0,3,0,1,1,10902,11385,1
FBgn0003731,65,6,4,0,0,2,0,1,1,2181,1485,1
FBgn0003733,2,0,0,0,0,0,0,1,0,3,0,0
FBgn0003741,41,3,2,0,0,1,0,1,1,559,421,1
FBgn0003742,173,10,10,0,0,0,0,1,1,814,881,1
FBgn0003744,114,6,6,0,0,0,0,1,1,1150,1531,1
FBgn0003747,12,0,0,0,0,0,0,1,1,12,14,1
FBgn0003748,1213,32,19,0,0,13,0,1,1,13209,11409,1
FBgn0003751,9,2,2,0,0,0,0,1,1,97,132,1
FBgn0003861,2024,27,26,0,0,0,1,1,1,24452,32159,1
FBgn0003862,144,9,8,0,0,0,1,1,1,1581,2080,1
FBgn0003863,1,0,0,0,0,0,0,0,1,0,4,0
FBgn0003866,19,2,2,0,0,0,0,1,1,131,178,1
FBgn0003867,168,7,5,0,0,2,0,1,1,7160,5901,1
FBgn0003870,88,5,4,0,0,0,1,1,1,837,1103,1
FBgn0003882,65,3,3,0,0,0,0,1,1,1153,1182,1
FBgn0003884,634,7,7,0,0,0,0,1,1,38733,38346,1
FBgn0003885,39,1,1,0,0,0,0,1,1,3489,4740,1
FBgn0003886,4,0,0,0,0,0,0,1,1,9,27,1
FBgn0003889,3,0,0,0,0,0,0,1,1,4,4,0
FBgn0003890,336,12,8,0,0,4,0,1,1,3252,2872,1
FBgn0003891,172,8,8,0,0,0,0,1,1,3477,4148,1
FBgn0003892,14,2,2,0,0,0,0,1,1,98,99,1
FBgn0003896,31,1,1,0,0,0,0,1,1,149,201,1
FBgn0003900,3,0,0,0,0,0,0,1,1,8,7,1
FBgn0003920,1,0,0,0,0,0,0,1,0,5,0,0
FBgn0003922,1,1,0,0,0,0,0,1,1,2,6,0
FBgn0003923,2,0,0,0,0,0,0,0,1,0,5,0
FBgn0003930,3,0,0,0,0,0,0,1,1,3,7,1
FBgn0003931,1,0,0,0,0,0,0,1,1,2,8,1
FBgn0003934,1,0,0,0,0,0,0,1,0,16,0,1
FBgn0003935,3,1,0,0,0,0,0,1,1,27,27,1
FBgn0003938,1,1,0,0,0,0,0,1,1,32,30,1
FBgn0003941,853,30,15,0,0,15,0,1,1,160141,93159,1
FBgn0003942,1460,60,20,0,0,40,0,1,1,232667,115971,1
FBgn0003943,2006,38,36,0,0,0,2,1,1,12844,14992,1
FBgn0003944,6,0,0,0,0,0,0,0,1,0,12,1
FBgn0003950,4,0,0,0,0,0,0,1,1,1,11,1
FBgn0003963,27,1,1,0,0,0,0,1,1,56,73,1
FBgn0003964,26,1,1,0,0,0,0,1,1,690,678,1
FBgn0003965,429,10,10,0,0,0,0,1,1,5751,7090,1
FBgn0003969,107,5,5,0,0,0,0,1,1,495,532,1
FBgn0003975,12,2,2,0,0,0,0,1,1,45,73,1
FBgn0003977,77,6,5,0,0,0,1,1,1,654,642,1
FBgn0003978,29,3,3,0,0,0,0,1,1,390,425,1
FBgn0003980,1,0,0,0,0,0,0,0,1,0,9,0
FBgn0003983,4,0,0,0,0,0,0,1,1,11,4,1
FBgn0003984,50,2,2,0,0,0,0,1,1,193,287,1
FBgn0003996,26,1,0,0,0,1,0,1,1,206,129,1
FBgn0003997,22,2,2,0,0,0,0,1,1,264,411,1
FBgn0004003,23,2,2,0,0,0,0,1,1,526,561,1
FBgn0004034,2,0,0,0,0,0,0,1,1,7,2,0
FBgn0004045,18836,117,33,42,0,84,0,1,1,2504106,52762,1
FBgn0004047,14970,152,8,32,0,144,0,1,1,2164894,45111,1
FBgn0004049,69,5,4,0,0,0,1,1,1,435,556,1
FBgn0004050,41,3,3,0,0,0,0,1,1,560,585,1
FBgn0004052,1,0,0,0,0,0,0,1,0,3,0,0
FBgn0004054,1,0,0,0,0,0,0,1,0,1,0,0
FBgn0004055,214,9,9,0,0,0,0,1,1,2614,3867,1
FBgn0004057,133,6,6,0,0,0,0,1,1,2858,3106,1
FBgn0004066,134,4,3,0,0,1,0,1,1,3772,3604,1
FBgn0004087,41,2,1,0,0,1,0,1,1,1356,1096,1
FBgn0004101,19,4,4,0,0,0,0,1,1,221,274,1
FBgn0004102,65,3,3,0,0,0,0,1,1,1032,1748,1
FBgn0004103,270,5,5,0,0,0,0,1,1,7106,8318,1
FBgn0004106,12,1,0,0,0,0,0,1,1,44,55,1
FBgn0004107,41,2,1,0,0,0,1,1,1,127,181,1
FBgn0004108,35,5,4,0,0,0,1,1,1,547,956,1
FBgn0004110,4,0,0,0,0,0,0,1,1,4,5,0
FBgn0004117,586,18,16,0,0,0,2,1,1,9177,10109,1
FBgn0004118,259,9,9,0,0,0,0,1,1,1731,2544,1
FBgn0004132,73,4,3,0,0,1,0,1,1,5165,4886,1
FBgn0004133,45,3,3,0,0,0,0,1,1,603,651,1
FBgn0004143,1,0,0,0,0,0,0,1,1,3,2,0
FBgn0004167,218,19,17,0,0,1,1,1,1,1831,2544,1
FBgn0004168,52,5,4,0,0,0,1,1,1,1623,2455,1
FBgn0004169,3750,28,27,0,0,0,1,1,1,8341,9865,1
FBgn0004170,1,0,0,0,0,0,0,1,0,2,0,0
FBgn0004173,1,0,0,0,0,0,0,0,1,0,2,0
FBgn0004174,1,0,0,0,0,0,0,1,1,1,5,0
FBgn0004175,1,0,0,0,0,0,0,0,1,0,2,0
FBgn0004177,937,14,13,0,0,0,1,1,1,17098,19448,1
FBgn0004179,226,9,9,0,0,0,0,1,1,3060,4314,1
FBgn0004183,1,0,0,0,0,0,0,1,1,13,3,1
FBgn0004187,9,1,1,0,0,0,0,1,1,67,105,1
FBgn0004189,59,2,2,0,0,0,0,1,1,257,325,1
FBgn0004191,1,0,0,0,0,0,0,1,1,2,4,0
FBgn0004192,1,1,0,0,0,0,0,1,1,20,38,1
FBgn0004197,11,1,0,0,0,0,0,1,1,44,35,1
FBgn0004198,206,8,8,0,0,0,0,1,1,2619,3415,1
FBgn0004227,221,13,13,0,0,0,0,1,1,2085,2444,1
FBgn0004228,2,0,0,0,0,0,0,1,1,14,6,1
FBgn0004237,176,8,8,0,0,0,0,1,1,2097,2199,1
FBgn0004240,9,1,1,0,0,0,0,1,1,1106,443,1
FBgn0004242,1005,40,37,0,0,0,3,1,1,6434,9509,1
FBgn0004244,676,20,14,0,0,0,6,1,1,11125,18834,1
FBgn0004359,31,5,5,0,0,0,0,1,1,443,456,1
FBgn0004360,8,1,1,0,0,0,0,1,1,42,58,1
FBgn0004362,170,5,5,0,0,0,0,1,1,2570,3051,1
FBgn0004363,1107,24,22,0,0,2,0,1,1,45636,44207,1
FBgn0004367,10,2,2,0,0,0,0,1,1,131,216,1
FBgn0004368,362,11,11,0,0,0,0,1,1,1325,1681,1
FBgn0004369,391,8,8,0,0,0,0,1,1,2829,3917,1
FBgn0004370,340,8,8,0,0,0,0,1,1,909,1031,1
FBgn0004373,201,10,9,0,0,1,0,1,1,1462,1558,1
FBgn0004374,14,1,1,0,0,0,0,1,1,84,143,1
FBgn0004378,5,0,0,0,0,0,0,1,1,5,2,0
FBgn0004379,20,1,1,0,0,0,0,1,1,109,113,1
FBgn0004380,27,1,0,0,0,0,1,1,1,1311,2037,1
FBgn0004381,33,3,3,0,0,0,0,1,1,681,805,1
FBgn0004387,161,6,4,0,0,0,2,1,1,1695,2433,1
FBgn0004389,2,0,0,0,0,0,0,1,1,1,1,0
FBgn0004390,46,6,6,0,0,0,0,1,1,329,460,1
FBgn0004391,41,3,2,0,0,0,1,1,1,244,297,1
FBgn0004394,13,1,0,0,0,0,0,1,1,42,43,1
FBgn0004395,105,5,4,0,0,1,0,1,1,671,1060,1
FBgn0004396,114,7,7,0,0,0,0,1,1,2540,2380,1
FBgn0004397,100,4,4,0,0,0,0,1,1,1466,1844,1
FBgn0004400,5,0,0,0,0,0,0,1,1,10,19,1
FBgn0004401,148,6,6,0,0,0,0,1,1,10228,14239,1
FBgn0004403,900,29,12,0,0,17,0,1,1,131537,74751,1
FBgn0004404,375,9,6,0,0,3,0,1,1,30456,20632,1
FBgn0004406,19,2,2,0,0,0,0,1,1,140,165,1
FBgn0004407,52,2,1,0,0,0,1,1,1,1788,2320,1
FBgn0004419,232,7,6,0,0,1,0,1,1,2681,2575,1
FBgn0004425,3,0,0,0,0,0,0,1,0,7,0,0
FBgn0004426,3,0,0,0,0,0,0,1,1,2,1,0
FBgn0004427,4,0,0,0,0,0,0,1,1,16,6,1
FBgn0004428,5,0,0,0,0,0,0,1,1,10,5,1
FBgn0004429,1,0,0,0,1,0,0,0,1,0,3,0
FBgn0004430,1,0,0,0,0,0,0,1,1,7,7,1
FBgn0004431,3,0,0,0,0,0,0,1,1,8,5,1
FBgn0004432,893,16,15,0,0,1,0,1,1,103688,86865,1
FBgn0004435,2959,48,45,0,0,1,2,1,1,29410,36103,1
FBgn0004436,221,6,6,0,0,0,0,1,1,4879,5302,1
FBgn0004449,108,4,4,0,0,0,0,1,1,1160,1432,1
FBgn0004456,72,4,3,0,0,0,1,1,1,1180,1824,1
FBgn0004463,3,1,1,0,0,0,0,1,1,167,127,1
FBgn0004465,95,3,3,0,0,0,0,1,1,2105,2038,1
FBgn0004507,547,10,10,0,0,0,0,1,1,14067,13893,1
FBgn0004509,272,9,9,0,0,0,0,1,1,1687,2283,1
FBgn0004510,29,3,3,0,0,0,0,1,1,217,210,1
FBgn0004511,9,0,0,0,0,0,0,1,1,33,2,1
FBgn0004512,46,4,1,0,0,0,3,1,1,550,1004,1
FBgn0004513,119,4,4,0,0,0,0,1,1,709,918,1
FBgn0004514,20,1,1,0,0,0,0,1,1,111,172,1
FBgn0004516,315,11,10,0,0,0,1,1,1,3405,5390,1
FBgn0004552,4,2,0,0,0,0,0,1,1,47,23,1
FBgn0004554,9,2,2,0,0,0,0,1,1,307,224,1
FBgn0004556,14,2,2,0,0,0,0,1,1,266,169,1
FBgn0004567,7,1,1,0,0,0,0,1,1,52,100,1
FBgn0004569,56,5,5,0,0,0,0,1,1,726,843,1
FBgn0004573,21,2,2,0,0,0,0,1,1,143,169,1
FBgn0004574,100,1,1,0,0,0,0,1,1,5163,6815,1
FBgn0004575,178,7,6,0,0,0,1,1,1,1926,3027,1
FBgn0004577,1,0,0,0,0,0,0,1,0,7,0,0
FBgn0004580,928,25,18,0,0,0,7,1,1,4807,7711,1
FBgn0004581,4,0,0,0,0,0,0,1,1,6,10,1
FBgn0004583,67,5,5,0,0,0,0,1,1,419,489,1
FBgn0004584,31,2,2,0,0,0,0,1,1,155,185,1
FBgn0004587,678,18,18,0,0,0,0,1,1,3253,3852,1
FBgn0004589,1,0,0,0,0,0,0,0,1,0,5,0
FBgn0004595,619,15,12,0,0,0,3,1,1,13924,24351,1
FBgn0004597,30,2,2,0,0,0,0,1,1,437,675,1
FBgn0004598,235,10,10,0,0,0,0,1,1,1645,1776,1
FBgn0004606,29,3,3,0,0,0,0,1,1,244,372,1
FBgn0004607,196,8,8,0,0,0,0,1,1,812,1139,1
FBgn0004611,495,18,16,0,0,2,0,1,1,2004,2086,1
FBgn0004618,57,3,2,0,0,0,1,1,1,669,721,1
FBgn0004619,97,8,7,0,0,0,1,1,1,776,986,1
FBgn0004620,29,1,1,0,0,0,0,1,1,154,107,1
FBgn0004622,53,2,1,0,0,0,1,1,1,132,234,1
FBgn0004623,2372,59,53,0,0,0,6,1,1,85344,104798,1
FBgn0004629,585,20,20,0,0,0,0,1,1,100473,114051,1
FBgn0004635,72,5,3,0,0,0,2,1,1,1017,1943,1
FBgn0004636,405,7,7,0,0,0,0,1,1,11583,12182,1
FBgn0004638,187,7,7,0,0,0,0,1,1,1847,1452,1
FBgn0004643,25,2,2,0,0,0,0,1,1,497,624,1
FBgn0004644,8,2,2,0,0,0,0,1,1,33,74,1
FBgn0004646,417,8,8,0,0,0,0,1,1,8411,8692,1
FBgn0004647,71,4,3,0,0,0,1,1,1,1383,1913,1
FBgn0004648,484,11,11,0,0,0,0,1,1,4225,5032,1
FBgn0004652,140,9,9,0,0,0,0,1,1,2052,2429,1
FBgn0004654,82,4,4,0,0,0,0,1,1,3645,3486,1
FBgn0004655,55,7,7,0,0,0,0,1,1,500,766,1
FBgn0004656,360,21,21,0,0,0,0,1,1,7507,8117,1
FBgn0004657,159,8,8,0,0,0,0,1,1,1100,1312,1
FBgn0004666,9,2,0,0,0,0,0,1,1,31,51,1
FBgn0004687,268,9,7,0,0,2,0,1,1,5430,4763,1
FBgn0004698,128,13,11,0,0,0,2,1,1,977,1343,1
FBgn0004777,1,1,0,0,0,0,0,1,1,3,14,1
FBgn0004778,1,0,0,0,0,0,0,0,1,0,3,0
FBgn0004779,1,0,0,0,0,0,0,0,1,0,2,0
FBgn0004781,1,0,0,0,0,0,0,0,1,0,4,0
FBgn0004782,2,0,0,0,0,0,0,1,0,7,0,0
FBgn0004783,2,0,0,0,0,0,0,0,1,0,4,0
FBgn0004784,1592,20,20,0,0,0,0,1,1,16249,19837,1
FBgn0004795,99,4,4,0,0,0,0,1,1,837,882,1
FBgn0004797,609,13,13,0,0,0,0,1,1,4275,3585,1
FBgn0004811,85,7,7,0,0,0,0,1,1,751,764,1
FBgn0004828,563,8,8,0,0,0,0,1,1,11925,12129,1
FBgn0004832,13,2,2,0,0,0,0,1,1,215,270,1
FBgn0004837,59,5,5,0,0,0,0,1,1,595,756,1
FBgn0004838,728,11,11,0,0,0,0,1,1,15094,17569,1
FBgn0004839,24,2,2,0,0,0,0,1,1,72,93,1
FBgn0004841,17,1,0,0,0,0,0,1,1,59,59,1
FBgn0004842,12,0,0,0,0,0,0,1,1,22,17,1
FBgn0004852,231,3,3,0,0,0,0,1,1,682,631,1
FBgn0004854,6,1,0,0,0,0,0,1,1,28,49,1
FBgn0004855,31,4,4,0,0,0,0,1,1,1774,1739,1
FBgn0004856,80,4,4,0,0,0,0,1,1,1109,1523,1
FBgn0004858,22,3,2,0,0,1,0,1,1,858,952,1
FBgn0004859,44,4,4,0,0,0,0,1,1,417,429,1
FBgn0004860,30,4,4,0,0,0,0,1,1,116,154,1
FBgn0004861,77,4,4,0,0,0,0,1,1,593,829,1
FBgn0004862,2,0,0,0,0,0,0,1,1,5,18,1
FBgn0004863,6,2,0,0,0,0,0,1,1,12,52,1
FBgn0004864,82,4,4,0,0,0,0,1,1,359,352,1
FBgn0004865,47,3,2,0,0,0,1,1,1,268,501,1
FBgn0004867,1009,18,14,0,0,4,0,1,1,107752,73280,1
FBgn0004868,389,5,5,0,0,0,0,1,1,9294,8892,1
FBgn0004870,27,1,1,0,0,0,0,1,1,79,98,1
FBgn0004872,28,1,1,0,0,0,0,1,1,83,89,1
FBgn0004875,280,3,3,0,0,0,0,1,1,1306,2079,1
FBgn0004876,101,6,6,0,0,0,0,1,1,2245,2905,1
FBgn0004878,2,0,0,0,0,0,0,1,1,9,5,1
FBgn0004880,136,2,1,0,0,0,1,1,1,3319,6471,1
FBgn0004882,76,1,1,0,0,0,0,1,1,184,229,1
FBgn0004885,285,12,12,0,0,0,0,1,1,2251,2465,1
FBgn0004888,944,24,20,0,0,4,0,1,1,28474,25667,1
FBgn0004889,184,9,9,0,0,0,0,1,1,1624,2037,1
